X,Y
0.0,0.6548086066116954
0.015037593984962405,0.8679677128794282
0.03007518796992481,1.356367165829359
0.045112781954887216,1.113101110521615
0.06015037593984962,1.3541791492273112
0.07518796992481203,1.3107018963106916
0.09022556390977443,1.035606724153844
0.10526315789473684,1.3970011276866303
0.12030075187969924,1.2163741651696203
0.13533834586466165,1.2626589184731423
0.15037593984962405,1.4221262780500972
0.16541353383458646,1.0380580380288753
0.18045112781954886,1.8091504013627506
0.19548872180451127,1.3611778282042162
0.21052631578947367,1.8537408839109937
0.22556390977443608,1.6716768540789972
0.24060150375939848,2.0908921860556
0.2556390977443609,1.5554424736504473
0.2706766917293233,1.6959156283586088
0.2857142857142857,1.9165863443674107
0.3007518796992481,1.287142608959491
0.3157894736842105,2.1426651665099032
0.33082706765162906,2.339024231802345
0.3458646616190476,2.2350888905752795
0.36090225558646616,2.142538717016183
0.3759398495538847,1.9093025068101728
0.39097744352130326,2.2956973897619775
0.4060150374887218,2.2468304882244188
0.4210526314561403,2.0719584804602214
0.43609022542355885,1.975292015255801
0.4511278193909774,1.8841138066719403
0.46616541335839595,1.659467661754283
0.4812030073258145,2.319560658468292
0.49624060129323305,1.4217508146293412
0.5112781952606515,1.9076687805586374
0.5263157892280701,2.056348925755225
0.5413533831954886,2.247863016091178
0.5563909771629072,2.4942664498510516
0.5714285711303257,2.296263609998024
0.5864661650977443,1.9608217702090422
0.6015037590651628,2.2385892801452436
0.6165413530325814,1.7155832243067506
0.631578947,2.438228616704827
0.6466165410025062,2.011541145150724
0.6616541350050125,1.8693414940512065
0.6766917290075187,1.8740205210202376
0.691729323010025,2.02318787398147
0.7067669170125312,1.930444295106471
0.7218045110150375,2.63973598931384
0.7368421050175439,1.8347504151235217
0.7518796990200501,2.0299758052384718
0.7669172930225564,2.0242088538644794
0.7819548870250627,2.019713846039651
0.7969924810275689,2.022363832699304
0.8120300750300752,1.8749421380098776
0.8270676690325814,1.8432878693764108
0.8421052630350877,1.7645595570570056
0.8571428570375941,1.5934275578563981
0.8721804510401003,2.0424236865701695
0.8872180450426066,2.242247327283111
0.9022556390451129,1.8312469213124194
0.9172932330476191,1.8225601200304777
0.9323308270501254,1.8824356209275703
0.9473684210526316,1.8395223612713354
0.962406015037594,1.5504603231272618
0.9774436090225564,2.2664329273523633
0.9924812030075189,1.9905483013186767
1.0075187969924813,1.6549027489210857
1.0225563909774436,1.8939010536934806
1.037593984962406,1.6687015507057126
1.0526315789473684,1.6996027796594733
1.0676691729323309,1.823312240698755
1.0827067669172932,1.9505871846172094
1.0977443609022557,2.0718907334749694
1.112781954887218,2.091500441588034
1.1278195488721805,1.542428960885478
1.1428571428571428,1.4462150639524145
1.1578947368421053,1.5762428531904904
