X,Y
0,0.9180066930815666
0.3157894736842105,1.9223612178700276
0.631578947,2.057732246
0.9473684210526315,1.9620952876401974
1.263157894736842,1.343563366186602
1.5789473684210527,1.8260894058191575
1.894736842105263,3.149180851800173
2.2105263157894735,4.571558235946141
2.526315789473684,4.979112852644221
2.8421052631578947,4.638539243191082
3.1578947368421053,3.8779186241670245
3.4736842105263155,3.519656274834364
3.789473684210526,3.8621125672787087
4.105263157894736,4.367700103944452
4.421052631578947,4.190541542121322
4.7368421052631575,3.076484266
5.052631578947368,1.8983365259990532
5.368421052631579,0.8511174976496065
5.684210526315789,0.5442325692945825
6,1.288093159021337
