X,Y
-10.0,-705.1529420463024
-9.487179487179487,-611.1668161615852
-8.974358974358974,-526.5898480181963
-8.461538461538462,-449.48309163101965
-7.948717948717949,-380.4878245863454
-7.435897435897436,-318.5983240868738
-6.923076923076923,-263.3677920371681
-6.410256410256411,-215.0356435657616
-5.897435897435898,-173.00999128161084
-5.384615384615385,-136.8417908897157
-4.871794871794872,-104.83046568439322
-4.3589743589743595,-78.65754030153109
-3.8461538461538467,-56.94355159717217
-3.333333333333334,-39.60360450444331
-2.820512820512821,-24.985835403122742
-2.3076923076923084,-14.142960801675324
-1.7948717948717956,-6.052034333528267
-1.2820512820512828,-0.7235707056930101
-0.76923076923077,2.496240206720117
-0.2564102564102573,4.266693173835286
0.2564102564102555,5.798917982676494
0.7692307692307683,4.887421465122303
1.282051282051281,4.472029667383793
1.7948717948717938,3.3524518715203313
2.3076923076923066,2.8165182142318943
2.8205128205128194,2.960454509296595
3.333333333333332,4.6183180744269885
3.846153846153845,7.066321522141207
4.358974358974358,12.241548858641668
4.8717948717948705,20.059752024324137
5.384615384615383,30.916629420499255
5.897435897435896,44.012036436045015
6.410256410256409,61.816207514460004
6.92307692307692,82.20693465811783
7.435897435897434,106.60840622577967
7.948717948717949,137.95973634002561
8.46153846153846,172.91924993572377
8.974358974358971,214.13629290208968
9.487179487179485,261.2544467675727
10.0,315.38386358617015
